WORDCOUNTS,WEIGHT
the,729
of,570
a,229
in,203
and,201
to,179
is,178
we,123
for,103
it,100
that,98
i,77
as,71
are,70
be,69
population,63
this,62
which,59
by,54
credit,52
money,51
our,51
or,48
on,47
at,46
but,46
more,44
not,40
have,39
with,38
data,37
from,37
its,36
if,34
places,34
payments,33
may,32
use,31
will,31
these,31
so,31
there,30
they,28
curve,28
amount,27
would,27
group,26
character,26
an,26
no,25
large,24
business,24
number,24
deposits,24
increase,24
than,23
percentage,23
other,22
such,22
used,22
community,22
were,22
checks,21
retail,21
new,21
figures,21
one,20
has,20
small,20
when,20
course,20
proportion,19
points,19
must,19
first,18
machinery,18
was,18
too,18
ooo,18
each,18
groups,17
means,17
cannot,17
statistics,17
payment,17
any,17
between,17
journal,16
percentages,16
time,16
banks,16
less,16
medium,16
can,16
what,16
point,16
all,15
however,15
place,15
us,15
larger,15
different,15
average,15
line,13
whole,13
economic,13
shows,13
high,13
then,13
s,12
great,12
those,12
some,12
supply,12
certain,12
greater,12
habit,12
made,12
them,12
need,12
does,11
their,11
people,11
bank,11
intervals,11
industrial,11
two,11
do,11
been,11
get,11
here,11
per,10
true,10
find,10
world,10
second,10
currency,10
communities,10
only,10
volume,10
where,10
existing,10
day,10
period,10
general,10
relation,10
pop,10
case,10
very,10
represent,9
ula,9
total,9
political,9
system,9
growth,9
represented,9
show,9
out,9
up,9
demand,9
same,9
present,9
see,9
secured,9
low,9
relative,9
table,9
returns,9
economy,9
size,9
through,9
smaller,9
much,9
now,8
seems,8
differences,8
price,8
even,8
reason,8
call,8
about,8
grows,8
set,8
report,8
given,8
question,8
evidence,8
cent,7
ready,7
minimum,7
drawn,7
similar,7
importance,7
section,7
beyond,7
could,7
typical,7
purpose,7
least,7
law,7
conclusions,7
enough,7
trade,7
latter,7
comptroller,7
cities,7
while,7
diagram,7
needs,7
c,7
should,7
tion,6
sudden,6
metallic,6
ii,6
give,6
conditions,6
reasons,6
facts,6
possible,6
purchases,6
say,6
movement,6
york,6
his,6
moreover,6
support,6
most,6
found,6
p,6
circulation,6
further,6
well,6
basis,6
level,6
sweep,6
notes,6
therefore,6
make,6
under,6
rise,6
many,6
averages,6
necessary,6
another,6
amounts,6
exchange,6
fairly,6
life,6
series,6
country,6
making,6
accounts,6
extent,6
buy,6
manufacturing,6
using,6
costly,6
way,5
likely,5
ti,5
uses,5
hence,5
steady,5
taken,5
paying,5
march,5
x,5
far,5
concerning,5
representative,5
already,5
falling,5
wholesale,5
correct,5
error,5
various,5
nearly,5
light,5
also,5
fact,5
considerable,5
simple,5
actual,5
check,5
like,5
probably,5
fall,5
united,5
itself,5
thinking,5
ratio,5
meager,5
growing,5
whether,5
agricultural,5
city,5
states,5
writer,5
doubtless,5
supported,5
expect,4
needed,4
before,4
every,4
together,4
wave,4
mass,4
increases,4
representing,4
corresponding,4
proportionate,4
development,4
since,4
interest,4
higher,4
pay,4
whose,4
mean,4
b,4
had,4
centers,4
let,4
appears,4
reserve,4
knowledge,4
prices,4
sense,4
settlement,4
depression,4
paid,4
matter,4
