WORDCOUNTS,WEIGHT
and,280
of,258
foxes,147
the,146
in,132
kit,130
coyotes,98
to,83
were,70
by,68
was,56
for,51
a,50
abundance,42
california,40
mortality,37
from,37
fox,36
food,36
on,36
p,34
at,33
competition,33
use,32
leporids,30
that,30
may,28
between,28
al,26
j,26
nprc,26
et,26
d,26
san,25
r,24
cypher,24
joaquin,24
annual,23
m,22
prey,22
items,21
e,20
not,20
this,20
coyote,19
journal,19
rates,19
white,18
pp,18
indices,18
petroleum,18
b,17
wildlife,17
with,17
naval,17
s,17
juvenile,17
be,17
f,16
proportion,16
as,16
during,16
both,16
adult,16
l,15
analysis,15
is,15
h,15
t,15
also,15
other,15
red,14
predation,14
fish,14
availability,14
interference,13
but,13
population,13
primary,13
determined,13
g,13
rats,12
kangaroo,12
feces,12
vulpes,12
mammalogy,12
have,12
if,11
c,11
leporid,11
reserves,11
year,11
rodents,11
predators,11
area,11
species,11
been,10
or,10
habits,10
radiocollared,10
used,10
mortalities,10
scrivner,9
partitioning,9
primarily,9
united,9
most,9
macrotis,9
mutica,9
canis,9
exploitative,9
years,9
low,9
states,9
no,8
interactions,8
conducted,8
table,8
all,8
habitat,8
ralls,8
however,8
department,8
diversity,8
latrans,8
an,8
resources,8
dietary,8
relationship,7
rate,7
service,7
energy,7
western,7
management,7
resource,7
sympatric,7
populations,7
natural,7
identified,7
kern,7
spiegel,7
w,7
data,7
these,7
county,7
diets,7
caused,7
fig,7
k,7
observed,7
competitive,7
o,6
similar,6
item,6
squirrels,6
index,6
their,6
inc,6
more,6
important,6
sargeant,6
control,6
each,6
areas,6
higher,6
cause,6
frequently,6
some,6
mice,6
reserve,6
horn,6
such,6
refuse,6
game,6
naturalist,6
ranged,6
valley,6
livestock,6
they,5
shannon,5
university,5
n,5
only,5
generally,5
spencer,5
are,5
did,5
secondary,5
assess,5
gray,5
vegetation,5
report,5
nearby,5
has,5
warrick,5
vol,5
november,5
correlation,5
pocket,5
which,5
zar,5
national,5
collected,5
effects,5
small,5
annually,5
although,5
compared,5
died,5
using,5
than,5
indicating,5
ca,5
major,5
diet,4
foraging,4
mean,4
overlap,4
carrizo,4
study,4
dens,4
occurred,4
included,4
robinson,4
egg,4
two,4
either,4
sources,4
wedeles,4
similarly,4
varied,4
many,4
greater,4
smith,4
anthropogenic,4
based,4
could,4
occurrence,4
analyses,4
collared,4
number,4
i,4
february,4
patterns,4
state,4
v,4
present,4
ground,4
transactions,4
american,4
where,4
relationships,4
spatial,4
bobcats,4
additive,4
agricultural,4
plain,4
determine,4
monitored,4
atmospheric,4
