WORDCOUNTS,WEIGHT
the,619
of,448
and,300
in,236
to,176
a,169
labour,96
on,68
as,60
was,59
which,55
for,53
were,52
that,46
s,45
maritime,44
is,44
more,43
with,41
by,40
be,40
it,39
shipping,39
per,38
crew,38
at,37
this,37
vessel,37
cent,36
voyage,36
from,35
only,32
vessels,31
history,29
but,29
force,29
or,28
employment,28
work,25
industry,25
far,24
there,23
wage,23
their,23
between,23
british,22
than,22
data,22
men,21
trade,21
would,21
an,21
not,21
crews,20
some,20
age,20
most,20
time,20
one,19
regional,19
tramp,19
have,19
ropner,18
working,18
are,18
will,17
these,17
two,17
all,16
basis,16
its,16
ports,16
eds,16
group,15
company,15
desertion,15
no,15
his,15
liner,15
atlantic,14
wages,14
had,14
same,14
business,14
been,14
series,14
over,14
if,13
being,13
first,13
those,13
context,13
case,13
sample,13
paid,13
other,13
deck,13
who,13
within,12
sager,12
study,12
agreements,12
voyages,12
john,12
can,12
panting,12
terms,12
port,12
might,11
firm,11
such,11
general,11
process,11
could,11
hired,11
firemen,11
understanding,11
problems,11
itself,11
any,11
while,11
northeast,10
into,10
nature,10
collection,10
fischer,10
even,10
higher,10
well,10
st,10
agreement,10
individual,10
structure,10
analysis,10
both,10
subject,10
england,9
sectoral,9
whole,9
change,9
second,9
seamen,9
made,9
three,9
ommer,9
period,9
masters,9
evidence,9
large,8
w,8
instance,8
population,8
however,8
r,8
actually,8
research,8
sail,8
under,8
significant,8
hiring,8
relative,8
canada,8
historian,8
north,8
potential,8
rate,7
common,7
nineteenth,7
obvious,7
century,7
exercise,7
wet,7
signed,7
clearly,7
appear,7
markets,7
wales,7
aspects,7
london,7
got,7
officers,7
own,7
either,7
south,7
overall,7
single,7
also,7
see,7
practice,7
article,7
separate,7
ship,7
different,7
sailor,7
list,7
through,7
question,7
lists,7
steam,7
national,7
much,7
market,6
they,6
differences,6
generalizations,6
development,6
four,6
hands,6
international,6
further,6
produced,6
example,6
loss,6
during,6
employed,6
suggest,6
geographical,6
make,6
yet,6
without,6
lewis,6
documents,6
present,6
less,6
letravail,6
range,6
matthews,6
britain,6
length,6
life,6
liners,6
then,6
seafaring,6
sampling,6
did,6
firms,6
conditions,6
regular,6
concerned,5
differentials,5
shipbuilding,5
likely,5
total,5
possibilities,5
engineer,5
relatively,5
coal,5
master,5
factors,5
days,5
important,5
based,5
required,5
place,5
has,5
least,5
when,5
he,5
situation,5
economic,5
service,5
sector,5
social,5
europe,5
towards,5
operating,5
necessary,5
another,5
region,5
ashore,5
methodological,5
function,5
high,5
trades,5
relationship,5
foreign,5
material,5
discharged,5
control,5
seem,5
form,5
together,5
particular,5
almost,5
eric,5
finally,5
although,5
canadian,5
need,5
already,5
ships,5
offered,5
entire,5
retention,5
final,4
difficult,4
does,4
gerald,4
career,4
afloat,4
policy,4
source,4
experience,4
lower,4
engineers,4
short,4
potentially,4
producing,4
i,4
keith,4
east,4
dynamics,4
due,4
interest,4
rank,4
distinct,4
employers,4
act,4
how,4
basic,4
mean,4
opportunity,4
nor,4
organization,4
occupational,4
nationality,4
carrying,4
typical,4
out,4
engine,4
failure,4
having,4
aged,4
fireman,4
presented,4
le,4
tended,4
world,4
preliminary,4
about,4
opportunities,4
makes,4
home,4
functioned,4
picture,4
fact,4
consideration,4
travail,4
systematic,4
relevant,4
preferential,4
formal,4
entirely,4
factor,4
questions,4
archive,4
full,4
points,4
david,4
after,4
latter,4
january,4
sailing,4
figure,4
usually,4
began,4
abs,4
must,4
here,4
continental,4
monthly,4
board,4
alexander,4
particularly,4
impossible,4
very,4
u,4
problem,4
produce,4
size,4
level,4
merchant,4
phenomenon,4
varied,4
employer,4
defined,4
early,4
strong,4
among,4
later,3
groups,3
affected,3
illegal,3
mobility,3
easily,3
rosemary,3
concentrated,3
departure,3
memorial,3
available,3
passenger,3
origin,3
government,3
room,3
normal,3
eastern,3
task,3
account,3
methodologies,3
west,3
variations,3
point,3
exist,3
central,3
thus,3
peculiarities,3
pay,3
seaman,3
back,3
six,3
influence,3
employ,3
divergence,3
german,3
rather,3
proportion,3
similar,3
importance,3
reason,3
changes,3
university,3
established,3
section,3
just,3
frequently,3
marine,3
generally,3
cost,3
requires,3
view,3
closely,3
entered,3
access,3
late,3
tramps,3
occupation,3
understood,3
older,3
structures,3
away,3
project,3
ethnicity,3
regions,3
statutory,3
below,3
long,3
around,3
several,3
concerns,3
highly,3
presence,3
rates,3
periods,3
requirement,3
action,3
limited,3
brief,3
surviving,3
indicates,3
shipped,3
structural,3
once,3
fleets,3
technology,3
termination,3
neither,3
recruited,3
steamship,3
put,3
many,3
efforts,3
lack,3
figures,3
choice,3
pattern,3
ages,3
conclusions,3
took,3
hand,3
remained,3
years,3
upon,3
use,3
advantages,3
discussed,3
crewmen,3
safety,3
so,3
random,3
tendency,3
carried,3
indicate,3
desertions,3
environment,3
associated,3
temporal,3
rotterdam,3
each,3
down,3
beginning,3
n,3
what,3
discharge,3
leaving,3
too,3
suggests,3
phenomena,3
hundreds,3
circumstances,3
despite,3
our,3
course,3
contributed,3
davies,3
product,3
ranged,3
summary,3
specific,3
little,3
ab,3
frequent,2
archives,2
now,2
nordvik,2
tion,2
represent,2
e,2
introduction,2
american,2
replaced,2
hann,2
completely,2
studies,2
former,2
occurred,2
before,2
something,2
my,2
fluctuations,2
t,2
explaining,2
sources,2
every,2
certainly,2
preceding,2
ii,2
hire,2
attempt,2
advanced,2
freely,2
official,2
handling,2
capitalist,2
broken,2
careers,2
rich,2
follows,2
studied,2
able,2
deckhands,2
real,2
clearances,2
last,2
discharging,2
mail,2
welsh,2
system,2
jenkins,2
historians,2
mass,2
worthy,2
changed,2
retain,2
commencement,2
replacement,2
contractual,2
mutual,2
vital,2
fingard,2
disadvantage,2
owners,2
representing,2
correlation,2
attract,2
conflict,2
review,2
ronald,2
relationships,2
component,2
difficulties,2
against,2
unpublished,2
forgotten,2
turn,2
cases,2
profound,2
third,2
find,2
mates,2
journal,2
boom,2
robin,2
pronounced,2
ment,2
operation,2
interesting,2
simultaneously,2
fleet,2
whose,2
english,2
growth,2
remain,2
levels,2
mechanics,2
dealt,2
outward,2
sarah,2
certain,2
entrances,2
cardiff,2
pages,2
scales,2
scattered,2
underline,2
means,2
receiving,2
k,2
exploratory,2
observations,2
operate,2
superior,2
officer,2
beyond,2
followed,2
exploitation,2
seagoing,2
running,2
care,2
decades,2
methodology,2
behaviour,2
skewed,2
dixon,2
allow,2
found,2
search,2
discrete,2
impressionistic,2
effort,2
emerge,2
hatcher,2
employee,2
base,2
term,2
younger,2
perform,2
wide,2
possibility,2
lost,2
hartlepool,2
literature,2
industrial,2
hain,2
heavily,2
advancement,2
confined,2
related,2
ten,2
overview,2
intermediate,2
collective,2
contains,2
records,2
cornwall,2
status,2
sampled,2
computer,2
next,2
involved,2
small,2
routine,2
coast,2
extracted,2
productivity,2
results,2
newfoundland,2
provided,2
valuable,2
herein,2
ramifications,2
duty,2
matter,2
steadily,2
exception,2
constraints,2
still,2
reconstruction,2
scarcity,2
simultaneous,2
mobile,2
management,2
northwest,2
palmer,2
included,2
transatlantic,2
routes,2
members,2
skill,2
others,2
flat,2
adherence,2
scholars,2
end,2
forms,2
patterns,2
outside,2
where,2
continuing,2
historiographic,2
vulnerable,2
forth,2
knowling,2
gives,2
number,2
degree,2
thousands,2
original,2
difference,2
analyzed,2
background,2
craig,2
represented,2
desert,2
depended,2
sufficiently,2
complexities,2
varying,2
largely,2
ethnic,2
previous,2
recruitment,2
open,2
scandinavia,2
peter,2
august,2
held,2
characterized,2
features,2
administrative,2
artificial,2
preponderance,2
employees,2
sense,2
become,2
excluded,2
availability,2
remainder,2
contracts,2
equivalent,2
we,2
crewed,2
johnson,2
africa,2
residual,2
evolve,2
provide,2
five,2
consent,2
empire,2
success,2
wilson,2
transformation,2
literacy,2
construction,2
norwegian,2
united,2
centres,2
centuries,2
sailors,2
judith,2
contained,2
exercised,2
heavy,2
lascars,2
changing,2
simply,2
extensive,2
extension,2
physical,2
set,2
lascar,2
paper,2
interested,2
key,2
best,2
half,2
cyclical,2
examining,2
prospects,2
conrad,2
better,2
william,2
realities,2
explanations,2
economy,2
workforce,2
combined,2
them,2
stability,2
clyde,2
seasonal,2
lengths,2
adaptation,2
extent,2
waters,2
studying,2
information,2
categories,2
freedom,2
middle,2
occasionally,2
careful,2
given,2
sea,2
develop,2
using,2
allows,2
cornish,2
technological,2
spring,2
survival,2
entity,2
average,2
contract,2
integrated,2
cooper,2
states,2
renders,2
piece,2
area,2
remains,2
needs,2
c,2
sectors,2
substantial,2
predictable,2
ownership,2
focus,2
should,2
malcolm,2
major,2
dereliction,2
scandinavian,1
nicholas,1
hector,1
tokyo,1
directors,1
ending,1
customers,1
o,1
done,1
struggle,1
deny,1
booms,1
limits,1
way,1
popula,1
generated,1
export,1
names,1
mergers,1
scholar,1
created,1
personnel,1
flagships,1
nationalities,1
alone,1
ultimate,1
utility,1
expect,1
told,1
becoming,1
inward,1
needed,1
discover,1
mcmurray,1
partially,1
systematically,1
agency,1
tend,1
word,1
confines,1
shuttle,1
true,1
sets,1
motivation,1
managing,1
h,1
competence,1
considerations,1
weaker,1
conclusive,1
undertaken,1
fixed,1
royal,1
presents,1
encourage,1
meaningless,1
negative,1
accumulation,1
accede,1
consistent,1
discretion,1
permit,1
davis,1
specifically,1
creation,1
invalu,1
setting,1
