WORDCOUNTS,WEIGHT
the,684
of,475
and,322
in,297
to,200
a,149
as,138
witchcraft,112
that,110
witch,98
for,88
were,85
is,78
by,73
women,66
it,63
or,63
not,61
their,56
magic,54
which,54
with,54
sorcery,53
have,53
from,52
was,51
accused,50
trials,47
european,44
be,43
wise,42
peasant,38
who,38
s,37
such,37
but,37
more,37
on,36
thomas,35
evidence,35
this,34
cases,32
his,32
monter,31
material,31
they,30
he,30
an,30
at,29
some,29
peasants,29
been,29
popular,29
i,28
also,28
are,27
witches,27
social,27
beliefs,26
had,25
there,25
europe,25
we,25
official,24
between,24
lucerne,23
healing,23
these,23
accusations,23
those,23
religion,22
all,21
kieckhefer,21
depositions,21
would,20
maleficent,20
even,19
could,19
well,19
people,19
use,19
cohn,19
magical,19
thus,18
victims,18
concept,18
hunts,18
midwives,18
among,18
e,17
realities,17
richard,17
however,17
delcambre,17
macfarlane,17
neighbors,16
healers,16
horsley,16
practices,16
analysis,16
england,15
case,15
historians,15
lorraine,15
english,15
means,15
most,15
appear,15
several,15
society,15
only,15
many,15
history,14
jura,14
few,14
sorceresses,14
devil,14
woman,14
can,14
any,14
one,13
cunning,13
folk,13
has,13
what,13
although,13
into,12
inner,12
demons,12
diviners,12
similar,12
love,12
other,12
them,12
does,11
akten,11
midelfort,11
apparently,11
may,11
no,11
used,11
same,11
luzerner,11
see,11
belief,11
clear,11
very,11
did,11
roles,11
great,10
learned,10
beneficent,10
others,10
made,10
role,10
demonologists,9
than,9
witchhunting,9
out,9
persons,9
example,9
own,9
caused,9
torture,9
divining,9
men,9
she,9
provide,9
life,9
austria,9
anthropological,9
heberling,9
believed,9
particular,9
theory,9
themselves,9
x,9
if,8
studies,8
concepts,8
might,8
available,8
sorcerers,8
powers,8
since,8
causing,8
like,8
tensions,8
clearly,8
just,8
because,8
london,8
et,8
esp,8
two,8
power,8
chs,8
christian,8
anthropology,8
different,8
regard,8
protective,8
middle,8
should,8
harmful,8
done,7
precisely,7
against,7
journal,7
byloff,7
poor,7
divination,7
how,7
explicit,7
weather,7
important,7
whom,7
basis,7
officials,7
least,7
generally,7
schwartzwalder,7
tried,7
make,7
about,7
under,7
sociological,7
already,7
midwifery,7
similarly,7
helpful,7
primarily,7
burned,7
must,7
historical,7
merely,7
her,7
when,7
our,7
area,7
recent,7
determine,6
village,6
being,6
first,6
ii,6
differences,6
take,6
anthropologists,6
possible,6
surely,6
relationships,6
adequate,6
study,6
white,6
bremen,6
devins,6
societies,6
found,6
late,6
yet,6
evil,6
maleficia,6
analytical,6
do,6
perhaps,6
number,6
guerisseurs,6
distinction,6
especially,6
animals,6
africa,6
elderly,6
centuries,6
here,6
der,6
investigation,6
austrian,6
both,6
through,6
mention,6
precise,6
distinctions,6
interdisciplinary,6
common,5
way,5
before,5
definition,5
sixteenth,5
regarding,5
g,5
relatively,5
cf,5
kind,5
satan,5
peasantry,5
landy,5
certain,5
practicing,5
moreover,5
four,5
statement,5
whereas,5
deal,5
work,5
its,5
place,5
und,5
therefore,5
turner,5
areas,5
documents,5
cure,5
patterns,5
ages,5
seventeenth,5
ch,5
another,5
disease,5
explanation,5
upon,5
ruling,5
nevertheless,5
points,5
adequately,5
include,5
remy,5
often,5
hunters,5
ago,5
suspected,5
types,5
instances,5
following,5
continental,5
c,5
suggests,5
became,5
techniques,5
sickness,5
ends,5
now,4
functional,4
heal,4
american,4
hail,4
protection,4
interests,4
studied,4
context,4
medical,4
conceptual,4
throughout,4
reputation,4
herbs,4
de,4
century,4
healer,4
ecclesiastical,4
find,4
zauberei,4
special,4
nor,4
volkskundliches,4
hexenprozesse,4
lead,4
further,4
though,4
dichtlin,4
appears,4
explain,4
part,4
baroja,4
alan,4
composite,4
marwick,4
contrast,4
acts,4
research,4
villages,4
majority,4
dependent,4
activities,4
avoid,4
will,4
io,4
essex,4
nearly,4
us,4
zauberund,4
scholars,4
striking,4
considerable,4
man,4
forms,4
margret,4
language,4
so,4
played,4
black,4
abundant,4
provides,4
why,4
suspects,4
crucial,4
usually,4
indicate,4
accusation,4
then,4
extensive,4
implied,4
inquisitorial,4
besides,4
best,4
whether,4
pact,4
local,4
des,4
despite,4
named,4
years,4
aware,4
instead,4
effects,4
attempted,4
substantial,4
much,4
ca,4
discern,4
difficult,3
germany,3
large,3
kinds,3
true,3
continent,3
h,3
western,3
something,3
sorcerer,3
midwife,3
sources,3
fifteenth,3
attempts,3
tradition,3
confusion,3
inherent,3
reveal,3
opposite,3
ambiguous,3
system,3
bewitched,3
functions,3
shifts,3
uses,3
far,3
beggars,3
review,3
illness,3
pursuit,3
application,3
old,3
left,3
fellow,3
act,3
rather,3
bring,3
basic,3
cult,3
examined,3
storms,3
legal,3
b,3
viewed,3
objects,3
hexenglauben,3
suspicions,3
superior,3
beyond,3
terminology,3
view,3
upsurge,3
greater,3
called,3
typical,3
almost,3
r,3
data,3
douglas,3
prominent,3
brought,3
related,3
oberhauserin,3
during,3
records,3
interpreted,3
sense,3
dobu,3
order,3
involved,3
sufficient,3
investigations,3
usual,3
provided,3
massive,3
barbara,3
situation,3
various,3
atypical,3
subject,3
judgment,3
says,3
harwood,3
religious,3
once,3
neither,3
assistance,3
culture,3
performed,3
ed,3
historiography,3
increasingly,3
picture,3
technique,3
pointed,3
notestein,3
fact,3
shows,3
fundamental,3
new,3
less,3
until,3
folklorists,3
explicitly,3
ibid,3
argues,3
procedure,3
largely,3
examination,3
comprehensive,3
formulas,3
david,3
period,3
general,3
collected,3
written,3
accuser,3
figures,3
attention,3
caro,3
lost,3
transformed,3
understand,3
overlap,3
class,3
surprising,3
regularly,3
known,3
over,3
control,3
cures,3
iii,3
hunt,3
geschichte,3
bewitching,3
kluckhohn,3
diabolism,3
scholarly,3
explanations,3
vs,3
implicit,3
making,3
thieves,3
information,3
too,3
little,3
numerous,3
harm,3
d,3
forbes,3
defined,3
increased,3
texts,3
views,3
traditional,3
charms,3
hans,3
incantations,2
possessed,2
currently,2
indicated,2
groups,2
judging,2
extreme,2
resulted,2
unusual,2
church,2
complex,2
summaries,2
likely,2
services,2
sets,2
modern,2
kempe,2
husbands,2
eye,2
said,2
else,2
long,2
certainly,2
wizard,2
mysterious,2
actual,2
worked,2
fragmentary,2
discerned,2
diseases,2
knowing,2
xxxiv,2
words,2
suggesting,2
analyses,2
able,2
satanic,2
hexenund,2
damage,2
principal,2
political,2
discipline,2
azande,2
issue,2
fortune,2
sophisticated,2
east,2
mass,2
draw,2
zur,2
account,2
illustrate,2
doth,2
sent,2
cited,2
along,2
weib,2
behavior,2
framework,2
explained,2
dynamics,2
analyzing,2
integral,2
adams,2
insisted,2
rooted,2
