WORDCOUNTS,WEIGHT
the,775
of,529
to,278
in,253
and,231
a,167
is,135
that,107
inmates,106
as,105
for,104
are,91
inmate,78
time,67
by,65
be,65
with,62
on,62
may,56
conformity,50
it,49
staff,48
prison,48
from,44
who,43
other,41
an,40
this,40
phase,39
have,39
prisonization,38
s,37
one,34
social,34
than,33
high,33
at,32
community,32
clemmer,32
response,31
these,31
served,30
their,30
or,30
more,30
culture,29
process,28
not,28
there,27
were,27
cent,26
per,26
length,26
they,25
those,25
group,24
total,24
middle,24
p,24
he,24
correctional,24
two,24
his,23
institutions,23
degree,22
release,22
which,22
institution,22
if,21
system,21
was,21
but,21
socialization,21
into,20
changes,20
when,20
institutional,20
some,19
n,19
during,19
would,19
analysis,19
table,19
evidence,19
between,19
career,18
late,18
processes,18
first,17
such,17
involvement,17
pp,17
only,17
pattern,17
years,17
parole,16
offenders,16
items,16
most,16
its,16
low,16
over,16
role,16
conformists,15
thus,15
adjustment,15
research,15
results,15
been,15
expectations,15
both,15
has,14
no,14
rather,14
imprisonment,14
sociological,14
less,14
effect,14
types,14
effects,14
should,14
american,13
data,13
many,13
values,13
contacts,13
what,13
conditions,13
early,13
among,13
about,12
noted,12
new,12
outside,12
see,12
problems,12
can,12
we,12
relationship,12
months,12
theory,12
suggests,12
measure,12
studies,11
important,11
however,11
concept,11
present,11
norms,11
number,11
sykes,11
offender,11
criminal,11
our,11
being,10
long,10
all,10
prior,10
point,10
review,10
y,10
similar,10
impact,10
could,10
though,10
suggest,10
also,10
do,10
change,10
value,10
does,9
might,9
incarceration,9
phases,9
york,9
university,9
out,9
well,9
used,9
part,9
least,9
members,9
patterns,9
so,9
membership,9
different,9
world,9
commitment,8
negative,8
differences,8
state,8
classified,8
possible,8
conflict,8
relationships,8
tables,8
relatively,8
adult,8
sentences,8
unit,8
study,8
item,8
further,8
responses,8
index,8
same,8
men,8
three,8
prisons,8
probably,8
while,8
recidivists,8
reported,8
question,8
association,8
test,7
reformatory,7
primary,7
account,7
orientation,7
appears,7
sentence,7
because,7
messinger,7
status,7
below,7
involved,7
highly,7
society,7
smith,7
free,7
another,7
ties,7
period,7
confinement,7
variable,7
each,7
paper,7
terms,7
donald,7
washington,7
much,7
close,7
expect,6
likely,6
before,6
davis,6
u,6
behavior,6
since,6
sample,6
termers,6
l,6
proportion,6
factors,6
frequently,6
situations,6
distribution,6
based,6
found,6
intensity,6
work,6
extensiveness,6
panel,6
several,6
still,6
interpretation,6
mos,6
under,6
selective,6
others,6
employed,6
operating,6
custody,6
stay,6
general,6
features,6
five,6
any,6
sampling,6
them,6
accounts,6
induction,6
categories,6
presented,6
press,6
although,6
c,6
major,6
groups,5
cit,5
either,5
give,5
shaped,5
within,5
deprivations,5
move,5
richard,5
mental,5
himself,5
even,5
influence,5
how,5
serve,5
operates,5
organization,5
four,5
officer,5
had,5
result,5
initial,5
gamma,5
persons,5
schrag,5
year,5
weeks,5
gresham,5
characteristics,5
few,5
decline,5
differing,5
up,5
will,5
second,5
short,5
positive,5
reference,5
toward,5
addition,5
fact,5
shows,5
pressure,5
where,5
necessary,5
made,5
medium,5
largely,5
variables,5
hour,5
op,5
temporal,5
here,5
set,5
seem,5
job,5
type,5
according,5
resocialization,5
attitudes,5
problem,5
entrance,5
code,5
conventional,5
d,5
need,5
you,5
potential,5
rejection,5
develop,5
strong,5
penal,5
roles,5
occur,5
complex,4
tend,4
designed,4
h,4
acceptance,4
western,4
character,4
twenty,4
follows,4
i,4
miles,4
case,4
felt,4
x,4
regarding,4
due,4
unpublished,4
cases,4
self,4
speed,4
barker,4
third,4
find,4
walls,4
whose,4
developed,4
after,4
importance,4
certain,4
support,4
means,4
category,4
escape,4
affect,4
established,4
observations,4
age,4
beyond,4
isolation,4
m,4
view,4
greater,4
strongly,4
hospitals,4
population,4
opposition,4
participation,4
psychological,4
training,4
conform,4
own,4
order,4
quite,4
small,4
presence,4
deviant,4
provided,4
return,4
etc,4
percentage,4
exposure,4
assimilation,4
informal,4
rise,4
treatment,4
forms,4
ohlin,4
marginal,4
perhaps,4
discussion,4
increase,4
empirical,4
significant,4
described,4
significance,4
points,4
him,4
stages,4
provides,4
adequately,4
excluded,4
structure,4
tendency,4
adaptive,4
attention,4
suggestion,4
note,4
usually,4
six,4
penitentiary,4
cloward,4
control,4
very,4
month,4
almost,4
too,4
affecting,4
introduced,4
programs,4
until,4
sutherland,4
defined,4
roughly,4
given,4
duration,4
observed,4
broader,4
doing,4
martin,4
rate,3
o,3
cressey,3
indicated,3
extreme,3
e,3
measures,3
large,3
use,3
bias,3
protection,3
consistent,3
attempts,3
taken,3
continue,3
simple,3
normative,3
functional,3
differential,3
henry,3
questionnaire,3
depends,3
clarence,3
design,3
condition,3
conception,3
central,3
throughout,3
expected,3
propositions,3
assessed,3
opposed,3
reflects,3
approaches,3
leave,3
direct,3
consequences,3
statistical,3
image,3
receiving,3
show,3
operate,3
pains,3
yes,3
dominant,3
appear,3
incomplete,3
typical,3
viewed,3
required,3
near,3
possibility,3
receive,3
exert,3
prisonized,3
goodman,3
r,3
apparent,3
reflect,3
trends,3
sense,3
concerns,3
cycle,3
crime,3
periods,3
units,3
situation,3
conforming,3
brief,3
movement,3
direction,3
selection,3
communities,3
lloyd,3
makes,3
us,3
included,3
useful,3
again,3
john,3
distributions,3
zero,3
serious,3
square,3
relevant,3
going,3
exhibit,3
upon,3
including,3
rehabilitation,3
findings,3
assumption,3
marginals,3
b,3
co,3
individual,3
indicate,3
revised,3
function,3
serves,3
administrative,3
earlier,3
systems,3
editors,3
brown,3
increasing,3
fails,3
assigned,3
crucial,3
life,3
sheds,3
get,3
involuntary,3
sheldon,3
attachment,3
stable,3
conformist,3
dissertation,3
thinking,3
implied,3
separately,3
setting,3
best,3
ph,3
cyclical,3
clearly,3
obviously,3
constant,3
merely,3
evident,3
sexual,3
form,3
agreed,3
strain,3
little,3
content,3
think,3
friendships,3
disappear,3
course,3
shift,3
interaction,3
kruskal,3
recent,3
delayed,3
frequent,2
mostly,2
along,2
oriented,2
limits,2
common,2
way,2
enter,2
offset,2
chi,2
schools,2
true,2
ways,2
psychiatry,2
former,2
deviants,2
justified,2
necessarily,2
princeton,2
lower,2
inc,2
net,2
posed,2
enables,2
definition,2
criticize,2
careers,2
able,2
procedure,2
resulting,2
take,2
real,2
last,2
date,2
respond,2
influences,2
robert,2
deriving,2
committed,2
money,2
korn,2
right,2
activity,2
slight,2
april,2
say,2
treating,2
bonds,2
juvenile,2
controlled,2
wherever,2
exposed,2
segregation,2
unaffiliated,2
reject,2
medical,2
attitudinal,2
relations,2
justifications,2
cf,2
stanton,2
turn,2
rejecting,2
perspective,2
concerning,2
fate,2
cohen,2
journal,2
rates,2
operation,2
remain,2
edward,2
preparing,2
mean,2
eight,2
lacking,2
clarification,2
reason,2
modified,2
understand,2
just,2
edition,2
days,2
numbers,2
welfare,2
w,2
followed,2
testify,2
suggested,2
footnote,2
friends,2
thinks,2
expressed,2
standards,2
lead,2
allow,2
entering,2
toby,2
indefiniteness,2
events,2
term,2
frustrations,2
far,2
recently,2
procedures,2
your,2
method,2
aspects,2
none,2
having,2
future,2
accounting,2
internalization,2
planning,2
received,2
unless,2
crude,2
crowbar,2
knowledge,2
related,2
revealed,2
description,2
ten,2
describe,2
place,2
neared,2
approach,2
t,2
good,2
hard,2
lowest,2
tested,2
around,2
family,2
consensus,2
observe,2
usual,2
core,2
example,2
finds,2
f,2
io,2
reduced,2
minor,2
contact,2
various,2
action,2
play,2
reduce,2
above,2
experiences,2
initially,2
settings,2
hold,2
undergo,2
criticism,2
housing,2
colleges,2
vs,2
prisoners,2
friendship,2
increasingly,2
friend,2
law,2
attacks,2
power,2
spend,2
efforts,2
longer,2
lack,2
valid,2
conduct,2
across,2
nonconformists,2
personality,2
newcomb,2
external,2
hand,2
model,2
manner,2
idealism,2
validity,2
jobs,2
material,2
mccorkle,2
unable,2
stouffer,2
lasting,2
balance,2
easier,2
delinquent,2
samples,2
concern,2
confidence,2
hypotheses,2
refers,2
factor,2
sequence,2
harvard,2
questions,2
ibid,2
check,2
theoretical,2
students,2
shils,2
clear,2
language,2
agreement,2
supportive,2
faces,2
held,2
latter,2
become,2
examine,2
talcott,2
goffman,2
saw,2
ldf,2
ago,2
stage,2
independent,2
science,2
program,2
reasonable,2
becomes,2
referred,2
progressively,2
detailed,2
parsons,2
proposition,2
remaining,2
psychotic,2
wheeler,2
questionnaires,2
itself,2
school,2
environment,2
contained,2
then,2
following,2
must,2
physical,2
sustained,2
alternative,2
know,2
natural,2
authorities,2
universal,2
current,2
loyalty,2
particularly,2
past,2
works,2
outlook,2
drop,2
combined,2
implicit,2
whether,2
sociology,2
imposed,2
adaptation,2
produce,2
information,2
phenomena,2
size,2
through,2
wording,2
giving,2
isolated,2
crew,2
susceptible,2
modal,2
average,2
