WORDCOUNTS,WEIGHT
the,609
of,406
in,268
a,213
cells,181
and,172
to,160
cell,135
is,106
that,95
et,86
al,86
coupling,83
with,66
by,64
an,62
for,57
j,55
conductance,55
figure,55
current,55
potential,54
between,53
glucose,52
from,51
electrical,50
gap,49
membrane,49
g,48
islet,48
was,46
r,46
mv,45
islets,44
this,44
are,43
coupled,42
i,41
be,40
action,38
m,37
voltage,37
as,37
at,36
mm,36
we,36
s,35
doi,35
pancreatic,35
intact,33
currents,33
p,32
on,32
c,32
k,31
b,29
it,28
ns,28
these,28
were,28
mouse,27
circuit,26
pel,25
atp,25
e,24
experiments,22
when,22
phil,21
trans,21
soc,21
katp,21
will,21
junctional,21
can,21
channels,20
oscillations,20
approximately,20
within,19
l,19
rorsman,19
q,19
not,19
junctions,18
diabetes,18
activity,18
shown,18
thus,17
gk,17
time,17
d,17
into,16
via,16
firing,16
during,16
value,16
electrically,16
equation,16
have,16
ms,15
all,15
t,15
resistance,15
using,15
measurements,15
depolarization,15
o,14
holding,14
zhang,14
insulin,14
resting,14
gj,14
physiol,14
which,14
connected,14
secretion,14
different,14
potentials,13
threshold,13
capacitance,13
patch,13
two,13
non,13
equivalent,13
series,13
capacitive,13
neighbours,12
across,12
junction,12
after,12
absence,12
recordings,12
dye,12
curve,12
neighbouring,12
n,12
charge,12
h,11
total,11
ii,11
pm,11
estimate,11
used,11
or,11
same,11
only,11
v,11
presence,11
observed,11
recorded,10
langerhans,10
tea,10
tot,10
been,10
isolated,10
evidence,10
indicated,9
other,9
has,9
concentrations,9
no,9
yellow,9
concentration,9
meda,9
however,9
f,9
imaging,9
single,9
also,9
lucifer,9
confocal,9
slow,9
recording,9
conditions,9
measured,9
estimated,8
wave,8
component,8
x,8
applied,8
responses,8
biol,8
above,8
but,8
our,8
see,8
increase,8
obtained,8
parallel,8
analysis,8
here,8
both,8
average,8
electrode,8
than,7
ml,7
meissner,7
data,7
change,7
pa,7
santos,7
number,7
three,7
neighbour,7
then,7
conductances,7
pt,7
kanno,7
reported,7
gb,7
given,7
does,6
if,6
cent,6
medium,6
propagation,6
per,6
one,6
studies,6
gr,6
first,6
gmi,6
synchronization,6
determined,6
exposed,6
response,6
spread,6
soria,6
changes,6
most,6
plateau,6
allow,6
nadal,6
pulse,6
seven,6
its,6
leak,6
solution,6
level,6
sufficient,6
contact,6
synchronized,6
identified,6
clamped,6
addition,6
channel,6
averaged,6
values,6
electrophysiological,6
individual,6
constant,6
following,6
cm,6
mears,6
charollais,6
through,6
barg,6
effects,6
should,6
waveforms,5
functional,5
represent,5
red,5
germany,5
salehi,5
zeiss,5
secondary,5
amplitude,5
normal,5
account,5
renstr,5
pairs,5
due,5
cytoplasmic,5
six,5
eliasson,5
may,5
henquin,5
na,5
direct,5
university,5
bursts,5
weak,5
out,5
membranes,5
because,5
revealed,5
analysed,5
dependent,5
input,5
under,5
technique,5
secretory,5
release,5
quesada,5
another,5
made,5
previously,5
expression,5
described,5
high,5
nacl,5
correction,5
note,5
contribution,5
affect,5
perforated,5
grey,5
results,5
gated,5
waves,5
depolarizations,4
large,4
intracellular,4
properties,4
pipette,4
nm,4
dependence,4
situ,4
gq,4
u,4
gm,4
subthreshold,4
occur,4
michaels,4
calculated,4
silent,4
patched,4
application,4
plasma,4
even,4
active,4
pipeleers,4
valdeolmillos,4
andreu,4
burst,4
well,4
bokvist,4
amplifier,4
rm,4
small,4
several,4
contributes,4
attributable,4
eddlestone,4
sheridan,4
represents,4
falls,4
culture,4
shows,4
centre,4
where,4
superimposed,4
beta,4
mice,4
background,4
depolarizing,4
clear,4
agreement,4
earlier,4
respectively,4
yields,4
dashed,4
any,4
must,4
hepes,4
moser,4
ph,4
drop,4
ashcroft,4
w,4
monitored,4
atwater,4
laser,4
charging,4
ca,4
way,3
transients,3
closure,3
considerations,3
controlled,3
oscillatory,3
lower,3
rapid,3
containing,3
sheppard,3
those,3
takes,3
possible,3
orci,3
taking,3
gieak,3
corresponding,3
human,3
differential,3
such,3
inhibition,3
extracellular,3
communication,3
corrected,3
influence,3
steps,3
simplified,3
speed,3
eight,3
similar,3
jena,3
parts,3
ionic,3
means,3
tissue,3
latter,3
consider,3
elsewhere,3
proposed,3
intercellular,3
suggested,3
whereas,3
result,3
based,3
transient,3
traditionally,3
initial,3
appears,3
otherwise,3
required,3
directly,3
network,3
injection,3
example,3
reduction,3
journal,3
rojas,3
paulo,3
signalling,3
delay,3
least,3
suggest,3
research,3
shaded,3
exocytosis,3
bursting,3
evoked,3
society,3
activation,3
oxford,3
loaded,3
electrodes,3
performed,3
voltages,3
oscillated,3
galvanovskis,3
fact,3
stimulus,3
regulation,3
identical,3
functionally,3
biophys,3
goforth,3
present,3
less,3
clamping,3
represented,3
including,3
use,3
glucagon,3
resolved,3
theoretical,3
low,3
significance,3
remaining,3
black,3
standard,3
study,3
accordingly,3
increasing,3
carried,3
consists,3
relationship,3
fairly,3
depolarized,3
seen,3
interfere,3
tetraethylammonium,3
variable,3
clamp,3
detect,3
elicited,3
carl,3
over,3
each,3
attribute,3
flowing,3
eventually,3
brazil,3
arrows,3
whether,3
ion,3
presented,3
inserting,3
difference,3
passive,3
pulses,3
compensation,3
recent,3
signals,3
zero,2
inactivation,2
needed,2
conducted,2
heka,2
ma,2
trace,2
resistances,2
before,2
granule,2
induced,2
negative,2
highlighted,2
chem,2
either,2
fast,2
every,2
nature,2
argon,2
undamped,2
definition,2
simple,2
follows,2
waveform,2
there,2
chloride,2
consist,2
displayed,2
injected,2
pflugers,2
linear,2
lena,2
solving,2
microscopy,2
biom,2
condition,2
reflecting,2
laws,2
synchronize,2
along,2
sign,2
relationships,2
dotted,2
points,2
since,2
software,2
de,2
regarded,2
z,2
elements,2
lin,2
gml,2
satin,2
inclusion,2
compared,2
applying,2
continuous,2
propagated,2
plos,2
details,2
function,2
acknowledge,2
reflects,2
identification,2
repolarized,2
main,2
developed,2
levels,2
process,2
mean,2
leave,2
their,2
derived,2
deflections,2
factors,2
adp,2
microscope,2
established,2
image,2
contaminated,2
sum,2
observations,2
heterologous,2
four,2
additional,2
naoh,2
calcium,2
requires,2
willecke,2
vp,2
pf,2
found,2
nutrients,2
impaired,2
accurately,2
pure,2
equal,2
metabolism,2
dialysed,2
oscillates,2
explain,2
gromada,2
underlie,2
nucleus,2
unless,2
characterization,2
rat,2
calabrese,2
dical,2
records,2
good,2
indicator,2
caused,2
below,2
electrophysiology,2
contrast,2
memb,2
excitable,2
involved,2
cellular,2
components,2
up,2
provided,2
macdonald,2
am,2
gh,2
pbio,2
modulation,2
diabetologia,2
therefore,2
onset,2
short,2
blocker,2
indicates,2
potassium,2
gilon,2
detectable,2
us,2
gy,2
initiation,2
adjusted,2
experimental,2
images,2
reports,2
inj,2
rosario,2
rise,2
more,2
accumulates,2
lund,2
lack,2
occurrence,2
removal,2
adjacent,2
increases,2
derivation,2
gives,2
spike,2
remained,2
fc,2
exhibit,2
arch,2
observable,2
lsm,2
range,2
sufficiently,2
pulsatile,2
rocheleau,2
combining,2
assume,2
net,2
previous,2
scanning,2
held,2
would,2
period,2
hille,2
resultant,2
rhythmic,2
filled,2
stimulation,2
assuming,2
comparing,2
jgp,2
effect,2
electric,2
parameters,2
versus,2
