WORDCOUNTS,WEIGHT
the,203
of,168
in,101
and,84
is,51
a,51
to,45
that,34
it,33
kent,32
this,26
on,26
as,25
for,21
s,21
one,20
was,20
its,20
history,19
more,19
than,19
by,18
at,16
but,16
not,15
has,15
volume,14
county,14
century,14
are,13
these,12
article,12
most,11
there,11
which,11
have,11
articles,10
were,10
be,10
much,10
area,9
with,9
important,9
historical,9
wealth,9
dr,9
been,8
or,8
nineteenth,8
from,8
also,8
all,8
kentish,8
medieval,7
an,7
they,7
many,7
agrarian,7
local,7
records,7
pages,7
research,7
fruit,6
still,6
two,6
fact,6
p,6
cantiana,6
them,6
produced,6
farming,6
three,6
social,6
economic,5
h,5
their,5
east,5
any,5
baker,5
useful,5
england,5
based,5
other,5
further,5
differences,5
archaeologia,5
agricultural,5
weald,5
well,5
some,5
work,5
both,5
review,5
like,5
general,5
between,5
london,5
does,4
basic,4
study,4
essays,4
no,4
character,4
first,4
smith,4
areas,4
never,4
historians,4
number,4
r,4
west,4
glasscock,4
only,4
alan,4
such,4
interest,4
would,4
field,4
buildings,4
farms,4
family,4
editors,4
c,4
single,4
early,4
when,4
we,4
canterbury,4
society,4
factors,3
archives,3
now,3
his,3
statements,3
barley,3
limited,3
fewer,3
means,3
who,3
often,3
fields,3
itself,3
studies,3
pp,3
had,3
before,3
amongst,3
too,3
du,3
lower,3
said,3
regional,3
published,3
acres,3
text,3
over,3
boulay,3
great,3
farmers,3
crop,3
particularly,3
new,3
maps,3
very,3
though,3
within,3
less,3
however,3
counties,3
agriculture,3
welcome,3
cambridgeshire,3
professor,3
greensand,3
say,3
marsh,3
example,3
words,3
harvey,3
miss,3
regions,3
author,3
land,3
period,3
so,3
next,3
settlement,3
latter,3
small,3
several,3
highly,3
up,3
probably,3
even,3
journal,3
recent,3
unfortunate,3
major,3
farm,2
will,2
fifty,2
twelve,2
done,2
whose,2
page,2
cover,2
note,2
sussex,2
if,2
estate,2
developed,2
lines,2
brief,2
nearly,2
e,2
view,2
detailed,2
garden,2
suggests,2
remaining,2
reprinting,2
volumes,2
extends,2
lay,2
northamptonshire,2
about,2
space,2
moreover,2
modern,2
under,2
manor,2
cathedral,2
included,2
then,2
complete,2
same,2
something,2
manors,2
four,2
extensive,2
farmed,2
ever,2
theme,2
surrey,2
orchards,2
roake,2
towns,2
nature,2
distribution,2
whom,2
societies,2
histories,2
half,2
current,2
railways,2
out,2
john,2
relate,2
end,2
created,2
nevertheless,2
pattern,2
past,2
rural,2
better,2
places,2
turned,2
miles,2
growing,2
v,2
those,2
where,2
market,2
districts,2
seventeenth,2
perhaps,2
her,2
near,2
thousands,2
marked,2
middle,2
characteristic,2
true,2
seminal,2
sixteenth,2
subject,2
place,2
cent,2
per,2
surely,2
described,2
years,2
development,2
points,2
own,2
wheat,2
since,2
margaret,2
vernacular,2
relatively,2
whilst,2
times,2
include,2
although,2
followed,2
parish,2
course,2
kind,2
archaeology,2
after,2
sixty,2
around,2
forms,2
david,2
few,2
themselves,2
priory,2
scholarship,2
countryside,2
can,2
structure,2
jordan,2
obscure,2
little,2
develop,2
north,2
should,2
hardly,2
late,2
natural,1
suspects,1
ranging,1
difficult,1
f,1
assessed,1
offices,1
underlay,1
farranging,1
highlights,1
fruiterers,1
possessed,1
monmouthshire,1
gloomy,1
situation,1
fortunate,1
may,1
acreages,1
minor,1
complex,1
thoughtful,1
variety,1
due,1
without,1
camer,1
charters,1
architecture,1
surveys,1
way,1
rather,1
sometimes,1
concentrated,1
l,1
performance,1
five,1
ironical,1
lynn,1
short,1
naturally,1
suggested,1
differentials,1
how,1
barns,1
suggestive,1
expansion,1
horses,1
truth,1
archeologia,1
various,1
landscape,1
deserve,1
merits,1
widespread,1
envies,1
climatology,1
senses,1
institutions,1
cornland,1
subsidy,1
reflections,1
represented,1
converted,1
community,1
collections,1
poorer,1
reconstruction,1
bias,1
introduction,1
surviving,1
artide,1
archivist,1
eight,1
massive,1
similar,1
church,1
otford,1
importance,1
length,1
balanced,1
parts,1
standpoint,1
owed,1
direction,1
class,1
scrub,1
k,1
responsible,1
tree,1
reclaimed,1
vicinity,1
illustrations,1
analysis,1
distant,1
assessments,1
hope,1
hull,1
eleven,1
once,1
infelicities,1
scattered,1
abundant,1
doubly,1
english,1
underline,1
antiquarian,1
centuries,1
fair,1
monuments,1
completely,1
accounts,1
faversham,1
fifteenth,1
boroughs,1
distinct,1
suited,1
whyman,1
country,1
serve,1
medway,1
beans,1
chatham,1
slovenly,1
parishes,1
reasonably,1
locally,1
possibly,1
detail,1
us,1
organization,1
elizabeth,1
western,1
marred,1
thesis,1
established,1
ravensdale,1
description,1
immediate,1
into,1
grains,1
share,1
title,1
sociological,1
home,1
victoria,1
indices,1
