WORDCOUNTS,WEIGHT
the,404
of,296
and,236
in,132
to,103
attachment,88
a,71
that,70
infant,63
were,63
infants,59
with,56
emotion,56
mothers,53
for,48
mother,47
e,44
their,43
as,43
negative,42
izard,40
factor,38
emotions,37
or,36
on,34
s,32
development,32
scores,32
are,30
was,29
from,29
anger,29
expressions,28
scales,27
by,27
characteristics,27
at,25
measures,25
security,25
sadness,25
more,24
c,23
positive,22
variables,22
is,20
child,20
personality,20
behavior,20
months,19
r,19
expression,19
they,18
j,18
mpbee,18
insecurity,18
one,17
n,17
des,17
al,16
m,16
new,16
prf,16
behaviors,16
et,16
be,16
factors,15
ibq,15
eesq,15
study,15
present,15
temperament,14
empathy,14
results,14
these,14
each,14
children,14
which,14
have,14
an,14
situation,13
york,13
distress,13
strange,13
maternal,13
insecure,13
secure,13
significant,13
quality,13
pfi,13
research,13
studies,12
age,12
differences,12
this,12
rate,11
independent,11
only,11
also,11
waters,11
scale,11
two,11
b,11
no,10
interactions,10
analysis,10
p,10
analyses,10
those,10
traits,10
ed,10
condition,10
individual,10
table,9
joy,9
data,9
press,9
used,9
predictors,9
relations,9
influence,9
fear,8
play,8
pp,8
university,8
emotional,8
indexes,8
social,8
bretherton,8
d,8
there,8
regression,8
classified,8
theory,8
psychology,8
crying,8
interest,8
ratings,8
around,8
between,8
can,8
developmental,8
ainsworth,7
stressful,7
experiences,7
prediction,7
life,7
not,7
all,7
other,7
higher,7
disgust,7
thompson,7
ages,7
less,7
discriminant,7
completed,7
f,7
during,7
shown,7
g,7
function,7
measure,7
we,7
evidence,7
empathic,6
i,6
goldsmith,6
derived,6
affect,6
vol,6
but,6
delaware,6
show,6
experience,6
determinants,6
t,6
expressive,6
did,6
reliability,6
procedure,6
dependence,6
hostility,6
questionnaire,6
selected,6
form,6
dougherty,6
frequency,6
shame,6
facial,6
level,6
reported,6
role,6
contribute,6
inventory,6
who,6
conditions,6
differential,6
relationships,6
bowlby,6
campos,6
relatively,6
change,6
expected,6
huebner,6
sociability,6
early,6
l,6
infancy,6
showed,6
freud,5
may,5
o,5
administered,5
determining,5
newark,5
h,5
support,5
belsky,5
irritability,5
mildly,5
w,5
contempt,5
autonomy,5
consistent,5
coding,5
jackson,5
daily,5
found,5
reunion,5
patterns,5
discrete,5
procedures,5
nurturance,5
original,5
values,5
classifications,5
variability,5
concern,5
affiliation,5
express,5
project,5
although,5
responses,5
expressing,5
egeland,5
missing,5
yielded,5
interaction,5
among,5
than,5
attention,5
vaughn,4
relationship,4
contact,4
separation,4
basic,4
episodes,4
coders,4
notion,4
manuscript,4
perceptions,4
face,4
easily,4
statistical,4
variable,4
finding,4
complete,4
our,4
four,4
stotland,4
shyness,4
lamb,4
plenum,4
kagan,4
outcome,4
rothbart,4
report,4
do,4
reviews,4
unique,4
them,4
stability,4
system,4
particular,4
however,4
eds,4
her,4
number,4
predict,4
some,4
reactivity,4
activity,4
attached,4
experiencing,4
empirical,4
surprise,4
affex,4
gardner,4
thus,4
such,4
predictive,4
significance,4
three,4
temperamental,4
typically,4
correlated,4
period,4
high,4
effects,4
obtained,4
different,4
demand,4
loadings,4
guilt,4
eysenck,4
item,4
alansky,4
relative,4
time,4
cry,3
it,3
assessed,3
amb,3
hillsdale,3
predicted,3
provide,3
identified,3
been,3
charnov,3
correlations,3
toward,3
others,3
trait,3
dimensions,3
still,3
proximity,3
similar,3
anxiety,3
changes,3
likely,3
items,3
malatesta,3
structure,3
perceived,3
farber,3
carroll,3
positively,3
following,3
most,3
she,3
max,3
first,3
direction,3
erlbaum,3
index,3
subjects,3
important,3
might,3
had,3
nature,3
extent,3
included,3
six,3
frequently,3
novel,3
dyads,3
ne,3
behavioral,3
how,3
pattern,3
emotionally,3
frodi,3
interactive,3
cardiac,3
further,3
ambiguous,3
viewed,3
terms,3
see,3
alpha,3
fussiness,3
lower,3
because,3
another,3
generally,3
agreed,3
open,3
responding,3
measuring,3
miyake,3
difference,3
assumption,3
contains,3
haynes,3
proneness,3
human,3
processes,3
styles,3
includes,3
unpublished,3
described,3
component,3
nj,3
strongest,3
objective,3
related,3
sociable,3
would,3
need,3
order,3
involved,3
self,3
neonatal,3
classification,3
several,3
specific,3
response,3
psychological,3
relation,3
themselves,3
cohen,3
succorance,3
hierarchical,3
london,3
dependent,3
coded,3
tendency,3
society,3
visit,3
he,2
averaged,2
implications,2
note,2
perspectives,2
subjected,2
contingent,2
sometimes,2
figure,2
motivation,2
soothability,2
five,2
sigmund,2
explain,2
parent,2
k,2
process,2
affective,2
questionnaires,2
termine,2
suggests,2
longitudinal,2
movement,2
center,2
expert,2
replaced,2
serial,2
autonomic,2
methods,2
supporting,2
fantasy,2
means,2
examined,2
katherine,2
combines,2
risser,2
chen,2
clinical,2
ramsay,2
times,2
blehar,2
reliabilities,2
clearly,2
technology,2
same,2
expressed,2
situations,2
records,2
visits,2
hypothesized,2
tracy,2
richters,2
hence,2
estes,2
bloxom,2
requires,2
resistance,2
asks,2
sroufe,2
baak,2
equation,2
antecedents,2
address,2
rated,2
emotionexpression,2
addition,2
experienced,2
confirmed,2
isabella,2
diener,2
identifying,2
chisholm,2
could,2
mcginnes,2
entered,2
feeling,2
wall,2
motivational,2
connell,2
coefficients,2
primary,2
administrations,2
academic,2
maurice,2
richardson,2
edition,2
type,2
state,2
handbook,2
growing,2
arousal,2
osofsky,2
helping,2
normal,2
none,2
hall,2
avoidance,2
derivation,2
return,2
relevant,2
hogarth,2
discriminative,2
fox,2
video,2
strachey,2
has,2
reports,2
method,2
trans,2
insecurely,2
presented,2
hyde,2
interpreted,2
keeping,2
possible,2
understanding,2
caregiver,2
securely,2
intimate,2
sherman,2
infantmother,2
varimax,2
effectiveness,2
observable,2
coder,2
kobak,2
range,2
exception,2
characteristic,2
maximally,2
heart,2
significantly,2
conceptual,2
very,2
birth,2
hembree,2
unexpectedly,2
apparent,2
test,2
instructional,2
revealed,2
assumptions,2
loss,2
consistently,2
obtain,2
probably,2
gail,2
kotsch,2
friend,2
rotation,2
personal,2
previous,2
question,2
moderate,2
score,2
roger,2
years,2
low,2
both,2
points,2
average,2
challenging,2
numerous,2
authors,2
assumes,2
sensitivity,2
grant,2
agreement,2
ability,2
mixed,2
assessment,2
suggest,2
svejda,2
variance,2
relating,2
z,2
maximize,2
limitations,2
affiliative,2
standard,2
resting,2
measured,2
least,2
sufficient,2
supported,2
few,2
objectively,2
systems,2
mathews,2
rovine,2
young,2
compared,2
hansson,2
expressiveness,2
buechler,2
hiatt,2
monographs,2
when,2
even,2
little,2
henderson,2
journal,2
focus,2
using,2
emmons,2
limitation,2
denial,2
signals,2
works,2
thayer,2
conceptually,2
content,2
infrequency,2
separate,2
observational,1
distinct,1
predicts,1
friendliness,1
ranging,1
defendence,1
ont,1
difficult,1
nimh,1
failed,1
rights,1
consists,1
does,1
yields,1
therefore,1
oxford,1
long,1
tests,1
inward,1
led,1
stimuli,1
together,1
sample,1
modification,1
responsiveness,1
motherinfant,1
reduced,1
frequent,1
raise,1
limits,1
impulsivity,1
series,1
various,1
summarize,1
collected,1
frustration,1
continued,1
chernov,1
voirol,1
lambda,1
environment,1
logically,1
ways,1
missed,1
soothe,1
across,1
heartrate,1
everett,1
loaded,1
either,1
brian,1
fled,1
functional,1
excessive,1
latency,1
resistant,1
select,1
affected,1
reasonably,1
appreciate,1
foregoing,1
resulted,1
levels,1
model,1
rapprochement,1
indirect,1
unanimously,1
independence,1
bond,1
rather,1
stranger,1
speculate,1
videotaped,1
adopted,1
holistic,1
examples,1
explanation,1
send,1
interestingly,1
mode,1
indicates,1
after,1
comments,1
contribution,1
importance,1
slomine,1
recognize,1
interacted,1
conducted,1
measurement,1
represents,1
contributions,1
class,1
infantile,1
shannon,1
combining,1
unsociable,1
effective,1
use,1
larry,1
lewis,1
tend,1
white,1
designed,1
feel,1
once,1
communications,1
sentience,1
mediate,1
stratified,1
cannot,1
guides,1
segment,1
recognized,1
pfihostility,1
thought,1
completely,1
accounts,1
examine,1
maintaining,1
result,1
satisfied,1
soon,1
wolf,1
sex,1
array,1
predictions,1
earliest,1
soothed,1
whereas,1
issue,1
definitive,1
collection,1
stanley,1
perspective,1
sage,1
position,1
innerdirected,1
management,1
into,1
predicting,1
techniques,1
replicate,1
general,1
paper,1
associated,1
assistance,1
disadvantaged,1
resisting,1
judgments,1
lack,1
moderately,1
congruent,1
miyaki,1
considered,1
mpbe,1
follows,1
somewhat,1
warmth,1
comes,1
desirability,1
conclusion,1
interpretation,1
source,1
nurturant,1
argued,1
version,1
infantemotion,1
unresponsive,1
fashion,1
circumstances,1
efficacy,1
department,1
functions,1
regressed,1
geriann,1
noted,1
reite,1
cicchetti,1
member,1
subjective,1
origins,1
subsample,1
baby,1
keystone,1
complements,1
appeared,1
inc,1
comparisons,1
labels,1
dante,1
specifically,1
already,1
truly,1
disposition,1
evaluating,1
react,1
admit,1
here,1
cause,1
aspect,1
plight,1
schuenemeyer,1
recruited,1
set,1
linear,1
dominant,1
power,1
mirrors,1
atypical,1
predictor,1
normality,1
feelings,1
know,1
association,1
trained,1
again,1
dimension,1
rapid,1
view,1
over,1
available,1
ordered,1
similarly,1
dc,1
nsf,1
assessments,1
emerged,1
tendencies,1
varied,1
readily,1
endurance,1
greater,1
ranges,1
visual,1
interpersonal,1
problem,1
friendly,1
angerand,1
incomplete,1
ratio,1
shows,1
acceptable,1
random,1
precoded,1
sampling,1
selfreport,1
exhibition,1
international,1
conspicuous,1
porges,1
leading,1
secondary,1
assess,1
laboratory,1
parisi,1
argue,1
emergence,1
universal,1
extended,1
lecture,1
seven,1
base,1
account,1
manifested,1
particularly,1
out,1
angry,1
excitability,1
any,1
ca,1
hundred,1
reveal,1
events,1
overall,1
reacts,1
remain,1
scheme,1
separating,1
entering,1
scheduled,1
examining,1
psychoanalysis,1
perhaps,1
harmon,1
reflect,1
discussed,1
psychophysiological,1
jill,1
interim,1
disruptive,1
battery,1
code,1
extroverted,1
middleclass,1
approached,1
emde,1
better,1
respectively,1
working,1
greeted,1
rating,1
likelihood,1
concepts,1
consulting,1
physiological,1
reserved,1
principal,1
begin,1
mail,1
focused,1
due,1
signs,1
vary,1
unit,1
dreams,1
wiley,1
validity,1
extroversion,1
based,1
combined,1
biopsychology,1
teacher,1
similarities,1
final,1
recoded,1
entails,1
adaptational,1
variate,1
biases,1
failure,1
supports,1
sciences,1
lenses,1
blind,1
cliff,1
min,1
covers,1
japan,1
excluded,1
negatively,1
interval,1
emotionrelated,1
zoom,1
plausible,1
announcements,1
distribution,1
adaptation,1
key,1
style,1
achievement,1
prone,1
psychobiology,1
directly,1
iv,1
beth,1
krensel,1
priscilla,1
studying,1
aspects,1
briefest,1
degree,1
well,1
produce,1
having,1
jack,1
influenced,1
local,1
imagine,1
simon,1
observations,1
episode,1
felt,1
teri,1
prior,1
distinguish,1
determined,1
logical,1
mean,1
correctly,1
urban,1
literature,1
economically,1
discussion,1
fourteen,1
work,1
expresses,1
prematurity,1
beverly,1
periodically,1
dyad,1
conference,1
treated,1
groups,1
reduce,1
researchers,1
disagree,1
intercoder,1
helps,1
vicariously,1
clear,1
plays,1
writings,1
recognition,1
prominent,1
brought,1
cameras,1
except,1
reflecting,1
members,1
through,1
hostile,1
manual,1
example,1
march,1
hide,1
depended,1
dynamic,1
indexed,1
identification,1
adaptations,1
positions,1
commonly,1
interact,1
nezworske,1
findings,1
orthogonal,1
matuny,1
instructed,1
denies,1
outliers,1
year,1
strengthens,1
putnam,1
laboratories,1
mood,1
make,1
aggression,1
broad,1
phenomenon,1
categories,1
framework,1
exceptionally,1
ideas,1
relevance,1
projection,1
inconsistency,1
completing,1
retaining,1
examination,1
throughout,1
subscales,1
hit,1
review,1
genesis,1
intercorrelated,1
novels,1
libero,1
eight,1
necessarily,1
haven,1
internal,1
theoretical,1
models,1
involves,1
physical,1
intertest,1
argument,1
helpless,1
extraverted,1
cambridge,1
run,1
observed,1
since,1
against,1
directed,1
rity,1
messages,1
silent,1
de,1
movies,1
washington,1
finally,1
accounted,1
misclassified,1
attained,1
maintenance,1
reversed,1
faces,1
harm,1
causal,1
partialed,1
contingently,1
vocally,1
brain,1
contributed,1
applicable,1
christopher,1
ethology,1
nurture,1
include,1
judges,1
characterized,1
caused,1
helpful,1
field,1
american,1
direct,1
so,1
effectively,1
provided,1
dyadic,1
complex,1
smaller,1
rooted,1
diversity,1
simons,1
interpretable,1
kind,1
defined,1
deborah,1
initiates,1
guided,1
earlier,1
involvement,1
emotionexpressive,1
psychologists,1
sexuality,1
sharp,1
cases,1
apparently,1
defense,1
insecureresistant,1
ct,1
preliminary,1
repeated,1
small,1
openly,1
why,1
summary,1
lawler,1
displays,1
person,1
frustrating,1
educational,1
linearity,1
its,1
especially,1
subjectvariable,1
potential,1
occurring,1
body,1
assumed,1
newspapers,1
holds,1
presence,1
elicit,1
single,1
become,1
uninterpretable,1
essentially,1
interpretations,1
hills,1
third,1
mainly,1
rosenblum,1
estimate,1
way,1
cognitive,1
cognition,1
learn,1
seeking,1
explore,1
characters,1
approach,1
essays,1
dominance,1
communication,1
expressionless,1
complimentary,1
much,1
correspondence,1
strong,1
seek,1
emotionality,1
distributions,1
subgroups,1
appropriate,1
emotiontemperament,1
basically,1
facially,1
adversely,1
termed,1
kappa,1
actions,1
rates,1
concluded,1
widely,1
brown,1
major,1
according,1
negativity,1
examines,1
abasement,1
references,1
hypothesis,1
