WORDCOUNTS,WEIGHT
the,4052
of,2698
and,1481
in,1451
to,1183
a,798
was,531
that,499
for,444
on,382
by,354
is,350
it,327
from,315
which,313
with,293
this,287
glasgow,281
at,278
be,257
as,241
were,228
are,191
or,182
mr,181
an,164
his,161
city,152
one,150
been,147
there,144
their,143
have,138
he,135
years,132
s,125
not,123
who,121
i,120
had,118
they,111
has,108
but,103
population,102
great,92
when,89
so,87
first,86
about,84
persons,83
than,83
number,82
its,81
all,80
no,80
time,79
made,78
year,76
these,76
more,76
trade,75
up,72
may,69
period,69
scotland,68
john,68
feet,67
them,66
james,65
two,64
having,64
under,63
only,62
following,62
public,61
dr,61
other,60
iron,60
very,59
now,57
after,57
will,57
church,56
total,56
country,56
every,55
where,53
steam,53
would,53
m,52
during,51
any,51
viz,51
into,49
london,48
males,48
each,48
being,47
mortality,47
those,47
till,46
company,45
per,45
we,44
society,43
him,43
river,42
do,42
magistrates,42
some,42
females,42
town,41
tons,40
such,40
clyde,40
water,40
our,40
c,40
since,40
without,40
house,40
most,39
out,39
three,39
esq,38
many,38
ground,38
lord,38
said,37
long,37
robert,36
increase,36
place,36
between,36
also,34
then,34
same,34
vessels,34
canal,34
houses,34
parliament,33
edinburgh,33
bills,33
inhabitants,33
part,33
st,33
england,32
found,32
work,32
within,32
west,32
general,32
small,32
royal,31
here,31
d,31
william,31
whole,31
others,31
while,31
state,30
above,30
high,30
if,30
bridge,30
amounted,30
death,30
much,29
opened,29
ten,29
coal,28
laid,28
act,27
parish,27
can,27
late,27
bishop,27
did,27
appears,26
hundred,26
four,26
office,26
through,26
side,25
concerning,25
appointed,25
last,25
new,25
less,25
works,25
george,24
miles,24
days,24
cotton,24
several,24
report,24
should,24
navigation,24
upwards,24
built,24
taken,23
present,23
me,23
france,23
few,23
twelve,23
what,23
people,23
sir,23
messrs,22
committee,22
old,22
life,22
well,22
provost,22
end,22
deaths,22
property,22
green,22
east,22
given,22
employed,21
business,21
erected,21
cattle,21
upon,21
co,21
five,21
con,21
important,21
good,21
make,21
sale,21
accommodation,21
university,21
union,21
my,21
imperial,21
square,20
use,20
carried,20
length,20
over,20
account,20
could,20
bank,20
tion,20
used,20
law,20
manufacture,20
births,20
quantity,20
six,20
similar,20
suburbs,20
gave,20
f,20
gentlemen,20
rate,19
rev,19
give,19
merchants,19
equal,19
cathedral,19
both,19
january,19
little,19
among,19
before,19
manner,19
science,19
must,19
ever,19
measures,18
coals,18
established,18
community,18
published,18
henry,18
table,18
increased,18
market,18
enumeration,18
government,18
kingdom,18
seven,18
various,18
council,18
burying,18
vessel,18
century,18
r,18
head,18
man,18
see,18
boats,18
patients,18
common,18
large,18
amount,18
county,18
