WORDCOUNTS,WEIGHT
the,253
of,151
in,117
to,101
and,99
patients,75
a,56
care,51
hospice,48
consent,47
their,40
or,40
for,38
were,37
informed,33
patient,33
study,28
is,28
taiwan,27
family,27
signed,26
that,24
with,23
group,22
j,22
consensual,21
was,21
be,19
this,18
p,17
who,16
not,16
s,16
medical,15
n,14
dnr,14
terminal,14
ethical,14
ethics,13
awareness,13
from,13
by,13
law,13
have,13
they,12
discussions,12
decisions,11
med,11
al,11
consultations,11
only,11
death,11
cancer,11
competent,11
our,11
on,11
as,10
analysis,10
clinical,10
are,10
advance,10
should,10
table,9
act,9
groups,9
et,9
hospital,9
dilemmas,9
disease,9
it,8
personally,8
prognosis,8
team,8
directives,8
university,8
members,8
however,8
understanding,8
test,8
years,8
make,7
school,7
medicine,7
palliative,7
form,7
participate,7
national,7
an,7
high,7
order,7
than,7
decision,7
no,6
included,6
t,6
programmes,6
physical,6
variable,6
staff,6
making,6
consultant,6
because,6
status,6
data,6
families,6
participated,6
which,6
such,6
involved,6
score,6
at,5
may,5
will,5
demographic,5
if,5
truth,5
diagnosis,5
factors,5
into,5
orders,5
jme,5
most,5
two,5
department,5
first,5
doi,5
terminally,5
also,5
natural,5
had,5
cultures,5
could,5
current,5
illness,5
validity,5
them,5
some,5
age,5
ill,5
related,5
asian,5
sign,5
discussion,5
previous,5
ability,5
after,5
univariate,5
between,5
even,5
we,5
rights,4
therefore,4
chiu,4
college,4
non,4
one,4
why,4
about,4
education,4
consultation,4
considered,4
before,4
these,4
logistic,4
many,4
principles,4
did,4
reasons,4
written,4
regression,4
those,4
according,4
practice,4
hu,4
participation,4
ecog,4
reported,4
uncertain,4
significant,4
taipei,4
manage,4
signing,4
value,4
am,4
themselves,4
telling,4
when,4
probably,4
results,4
among,4
yes,4
model,3
miller,3
higher,3
poor,3
situation,3
without,3
independent,3
tion,3
ministry,3
basic,3
e,3
accepted,3
vs,3
determination,3
similar,3
selection,3
investigate,3
disclosure,3
self,3
us,3
established,3
total,3
symptom,3
consciousness,3
psda,3
educational,3
being,3
way,3
wy,3
hosmer,3
statistical,3
m,3
important,3
your,3
allow,3
all,3
inpatient,3
lemeshow,3
different,3
other,3
sd,3
differences,3
choice,3
enrolled,3
state,3
junior,3
there,3
cannot,3
eastern,3
hosp,3
unable,3
solving,3
oncology,3
used,3
healthcare,3
pain,3
assume,3
communicative,3
ty,3
legislation,3
preparation,3
nursing,3
express,3
good,3
although,3
states,3
june,3
concerns,3
completing,3
psychological,3
protect,3
single,3
effect,3
cognitive,3
given,3
present,3
cooperative,3
cultural,3
justice,3
ef,2
assessed,2
wishes,2
proxy,2
duty,2
common,2
multivariate,2
dilemma,2
been,2
considerations,2
rj,2
support,2
unit,2
determine,2
still,2
above,2
earlier,2
legal,2
intern,2
life,2
enacted,2
use,2
percentage,2
united,2
violate,2
likely,2
respect,2
yet,2
studies,2
communication,2
york,2
sex,2
policy,2
western,2
committee,2
index,2
mean,2
rs,2
culture,2
days,2
performed,2
ed,2
conclusion,2
but,2
odds,2
colon,2
lower,2
member,2
based,2
social,2
hence,2
submit,2
press,2
opinion,2
view,2
refusal,2
addition,2
sure,2
revealed,2
ratio,2
fundamental,2
abstract,2
capacity,2
analyses,2
particularly,2
end,2
impaired,2
survey,2
eletters,2
liver,2
living,2
assessment,2
forms,2
men,2
further,2
v,2
widowed,2
knows,2
regulations,2
chinese,2
letting,2
impact,2
continuing,2
report,2
establish,2
population,2
lung,2
issue,2
younger,2
can,2
con,2
interval,2
recorded,2
frequency,2
therapy,2
professionals,2
public,2
primary,2
explicitly,2
design,2
influenced,2
account,2
r,2
investigators,2
condition,2
divided,2
work,2
kamer,2
functions,2
level,2
values,2
women,2
do,2
significantly,2
laws,2
content,2
prevalent,2
role,2
its,2
findings,2
signatures,2
step,2
confidence,2
soc,2
during,2
place,2
prerequisite,2
predictors,2
jama,2
personal,2
full,2
married,2
promoted,2
california,2
until,2
models,2
difficulties,2
own,2
tw,2
initial,2
three,2
bioethics,2
accept,2
aware,2
new,2
instead,2
physician,2
correlated,2
helpful,2
participating,2
affairs,2
geriatr,2
standard,2
ward,2
better,2
approved,2
showed,2
teams,2
perspective,2
autonomy,2
characteristics,2
few,2
highly,2
impairment,2
right,2
wills,2
would,2
student,2
using,2
marital,2
hospices,2
offspring,2
fails,1
south,1
confounders,1
failed,1
ntu,1
manfredi,1
prospective,1
ja,1
elderly,1
assigned,1
rate,1
o,1
adequate,1
whose,1
akabayashi,1
understands,1
essential,1
reflects,1
ing,1
protecting,1
documentations,1
voltz,1
implemented,1
his,1
aim,1
later,1
pdf,1
identified,1
usually,1
performance,1
five,1
blum,1
absent,1
communicate,1
relieving,1
morrison,1
beauchamp,1
l,1
providing,1
site,1
encouraged,1
secondly,1
play,1
return,1
pancreas,1
reservation,1
appreciate,1
coll,1
levels,1
insufficient,1
breast,1
male,1
accessed,1
institutions,1
opposed,1
referred,1
deviation,1
merrick,1
levine,1
active,1
community,1
parents,1
psychiatry,1
opportunity,1
risk,1
applies,1
heard,1
flexible,1
passing,1
expect,1
remaining,1
gallbladder,1
conducted,1
none,1
recognise,1
judged,1
changes,1
methods,1
emergency,1
jm,1
identify,1
persons,1
cases,1
understand,1
retrieved,1
join,1
once,1
authority,1
jf,1
ones,1
measured,1
illiterate,1
fitness,1
months,1
involve,1
means,1
reason,1
involvement,1
examined,1
revising,1
lives,1
face,1
oncol,1
additionally,1
articles,1
tumour,1
mit,1
requiring,1
surrogate,1
alongside,1
country,1
soon,1
countries,1
ensure,1
wanted,1
under,1
jl,1
moj,1
independently,1
comparisons,1
fast,1
encourages,1
management,1
pl,1
