WORDCOUNTS,WEIGHT
the,831
of,458
and,332
in,261
to,254
a,236
for,184
is,182
we,166
x,160
that,113
by,112
be,104
with,100
data,97
are,84
as,75
this,69
b,65
density,64
method,59
on,59
bump,59
or,58
i,57
bumps,56
f,53
fourier,52
it,49
system,48
was,48
y,47
but,47
have,47
at,45
not,44
when,44
from,43
hermite,42
r,41
value,41
mev,40
if,38
our,38
good,37
more,37
which,37
g,36
d,35
s,33
because,33
see,33
values,33
can,33
one,32
p,31
lrl,31
also,31
so,31
j,30
used,30
these,30
there,29
l,29
two,29
appendix,29
statistical,28
e,27
than,27
n,27
where,27
probability,26
m,26
were,26
table,26
bins,26
would,25
h,24
no,24
an,24
other,23
estimation,23
v,23
then,23
has,22
methods,21
w,21
given,21
all,20
observations,20
results,20
theory,20
maximum,20
journal,19
will,19
both,19
c,19
rh,18
function,18
curve,18
chondrite,18
test,17
being,17
thus,17
z,17
roughness,17
only,17
each,17
evidence,17
o,16
coefficients,16
could,16
use,16
convergence,15
some,15
sign,15
continuous,15
fit,15
small,15
distribution,15
smoothing,15
mpl,14
gregor,14
db,14
section,14
various,14
sequence,14
article,14
mac,14
dx,14
american,13
probabilities,13
gaskins,13
runs,13
scattering,13
about,13
statistics,13
histogram,13
best,13
terms,13
dip,12
estimating,12
out,12
computer,12
process,12
between,12
should,12
corresponding,11
penalty,11
run,11
k,11
just,11
example,11
using,11
local,11
tail,11
bayesian,11
bin,11
too,11
association,11
now,10
putative,10
normal,10
even,10
mean,10
surgery,10
applied,10
likelihood,10
number,10
width,10
described,10
note,10
densities,10
information,10
shown,10
does,9
true,9
rf,9
eye,9
take,9
signs,9
evaluation,9
averaging,9
may,9
work,9
ro,9
new,9
less,9
co,9
systems,9
statistic,9
any,9
while,9
score,9
although,9
much,9
iterative,9
real,8
case,8
march,8
prior,8
frequencies,8
de,8
sample,8
left,8
without,8
ix,8
numbers,8
four,8
had,8
further,8
estimate,8
hyperparameter,8
well,8
part,8
its,8
t,8
least,8
expansion,8
