WORDCOUNTS,WEIGHT
the,194
and,155
of,137
black,133
in,89
for,83
to,80
nationalism,65
a,61
negritude,58
females,52
males,49
on,48
that,45
are,38
is,36
be,32
see,28
variables,28
religiosity,26
by,25
status,25
social,24
age,23
this,22
than,22
were,21
effect,20
b,19
with,19
more,19
s,19
socioeconomic,19
indirect,18
their,18
as,18
analysis,17
r,17
between,17
table,16
impact,16
new,16
americans,15
york,15
sex,15
path,15
has,15
effects,14
among,14
also,13
net,13
an,13
may,12
not,12
independent,12
american,12
was,12
coefficients,12
which,12
both,12
they,11
support,11
factor,11
from,11
p,11
should,11
cit,10
ses,10
op,10
items,10
stronger,9
each,9
further,9
finally,9
when,9
it,8
likely,8
been,8
pp,8
these,8
found,8
sociology,8
data,8
standard,8
at,7
movements,7
study,7
variable,7
percent,7
can,7
journal,7
marx,7
mediated,6
similar,6
white,6
determination,6
or,6
if,6
other,6
correlations,6
classified,6
income,6
less,6
america,6
used,6
much,6
campbell,6
negro,6
three,6
correlated,6
research,6
results,6
relative,6
about,6
lincoln,6
twelve,5
via,5
schuman,5
model,5
exerts,5
scale,5
direct,5
one,5
education,5
xi,5
first,5
allegation,5
toward,5
shows,5
deprivation,5
political,5
what,5
racial,5
however,5
phylon,5
years,5
some,5
differential,5
shown,5
have,5
variance,5
direction,5
c,5
james,5
negative,5
high,4
science,4
who,4
community,4
religious,4
affect,4
sexes,4
ed,4
two,4
m,4
figure,4
many,4
j,4
seems,4
quoted,4
those,4
robert,4
employed,4
directly,4
almost,4
boston,4
example,4
whites,4
related,4
like,4
forces,4
relationships,4
group,4
workers,4
revolution,4
blacks,4
through,4
race,4
relationship,3
respondent,3
low,3
determine,3
above,3
positive,3
structural,3
aspirations,3
pinkney,3
case,3
latter,3
statistical,3
into,3
riots,3
sociological,3
bit,3
any,3
following,3
comes,3
but,3
show,3
gap,3
provide,3
seem,3
others,3
only,3
december,3
turner,3
included,3
occupations,3
color,3
strongly,3
i,3
accepts,3
weights,3
somewhat,3
within,3
whether,3
form,3
involvement,3
nationalismnegritude,3
explain,3
theory,3
eds,3
key,3
participation,3
suggests,3
size,3
concept,3
increase,3
correlation,3
its,3
identity,3
ten,3
measurement,3
affects,3
actually,3
conflict,3
come,3
difference,3
own,3
september,3
respondents,3
change,3
david,3
level,3
would,3
louisiana,3
protest,3
contrast,3
turn,3
measured,3
thomas,3
represent,3
second,3
strong,3
we,3
recent,3
value,3
evidence,3
influence,3
sample,3
society,3
higher,2
statuses,2
he,2
assigned,2
paige,2
whose,2
geschwender,2
chances,2
without,2
negroes,2
matrices,2
important,2
economic,2
five,2
short,2
ideology,2
commitment,2
hill,2
limited,2
weighted,2
unit,2
appreciation,2
revolt,2
leslie,2
process,2
becomes,2
july,2
detailed,2
denotes,2
church,2
inadequate,2
large,2
temporal,2
terms,2
hold,2
life,2
expression,2
selection,2
tend,2
formed,2
curlew,2
interview,2
interpretation,2
get,2
assumption,2
acceptance,2
deviations,2
occupational,2
index,2
unlike,2
then,2
associated,2
consciousness,2
same,2
behavorial,2
validity,2
al,2
most,2
principal,2
pace,2
lxxvii,2
problems,2
moreover,2
set,2
power,2
taken,2
view,2
over,2
sixties,2
control,2
all,2
greater,2
result,2
did,2
latent,2
correlational,2
method,2
differences,2
report,2
baton,2
analyses,2
larger,2
school,2
john,2
nelsen,2
procedure,2
positively,2
utilized,2
seen,2
ages,2
hand,2
standardized,2
relevant,2
selected,2
inquiry,2
lines,2
disparity,2
singly,2
statement,2
perhaps,2
dwelling,2
interval,2
while,2
number,2
receive,2
remained,2
information,2
analyzed,2
schedule,2
reversed,2
insight,2
slightly,2
formal,2
combination,2
point,2
dependent,2
original,2
role,2
interviews,2
whole,2
coles,2
sizeable,2
issues,2
constitute,2
motivate,2
people,2
fogelson,2
heise,2
statistics,2
et,2
eric,2
rouge,2
youth,2
component,2
notes,2
interpreted,2
objective,2
tables,2
conditions,2
finding,2
noel,2
tomlinson,2
causal,2
least,2
blauner,2
function,2
integration,2
forming,2
caplan,2
provides,2
association,2
every,2
times,2
limitations,2
random,2
back,2
differently,2
assumed,2
third,2
twice,2
