WORDCOUNTS,WEIGHT
the,559
of,310
a,237
is,166
to,134
and,132
in,128
that,94
for,86
design,75
be,68
are,64
with,58
this,57
by,47
w,45
two,45
it,44
test,43
pairs,43
we,42
type,40
which,39
f,37
tests,35
an,34
effect,34
may,32
treatment,32
wilcoxon,31
as,29
n,29
on,29
one,28
at,27
b,27
if,26
pair,26
balanced,25
r,25
subjects,25
or,24
efficiency,22
normal,22
used,22
crp,22
from,21
each,21
can,21
rrp,20
when,20
no,19
there,19
p,19
subject,19
but,18
section,18
has,18
random,18
e,17
not,17
then,17
power,16
case,16
have,16
z,16
d,16
model,15
will,15
such,15
groups,14
t,14
distribution,14
both,14
c,13
choice,13
v,13
number,13
treated,13
now,12
under,12
let,12
population,12
asymptotic,12
use,12
would,12
response,12
large,11
types,11
randomized,11
first,11
only,11
designs,11
while,11
thus,11
so,11
completely,10
control,10
based,10
better,10
nonparametric,10
some,10
size,10
g,10
sample,10
value,10
shall,10
deficiency,10
hypothesis,10
l,9
analysis,9
us,9
any,9
more,9
fact,9
terms,9
u,9
given,9
values,9
significance,9
randomization,9
small,9
group,8
suppose,8
second,8
consider,8
same,8
most,8
numerical,8
problem,8
equal,8
where,8
possible,8
probability,8
say,8
dw,8
between,8
using,8
relative,8
distributed,7
they,7
h,7
was,7
into,7
variable,7
these,7
alternative,7
other,7
i,7
discussed,7
example,7
since,7
against,7
instead,7
even,7
likely,6
o,6
curves,6
bound,6
does,6
matched,6
often,6
experiment,6
comparison,6
again,6
natural,6
expectation,6
experiments,6
conclusions,6
cannot,6
right,6
basis,6
samples,6
statistics,6
observed,6
typing,6
variance,6
cases,6
provides,6
density,6
results,6
than,6
therefore,5
common,5
indeed,5
how,5
american,5
statistic,5
restricted,5
fixed,5
statistical,5
lower,5
typed,5
additional,5
known,5
preceding,5
give,5
important,5
experimenter,5
sizes,5
pitman,5
efficacies,5
larger,5
equally,5
those,5
lehmann,5
form,5
march,5
having,5
made,5
its,5
assumption,5
mathematical,5
course,5
order,5
standard,5
association,5
presence,5
symmetric,5
find,5
journal,5
provided,5
without,4
chance,4
levels,4
nearly,4
about,4
table,4
comparisons,4
numbers,4
assume,4
experimental,4
asymptotically,4
efficacy,4
confounding,4
requires,4
also,4
over,4
j,4
advance,4
location,4
zero,4
do,4
because,4
whether,4
paired,4
however,4
follows,4
require,4
efficacious,4
drawn,4
level,4
interpolation,4
differ,4
point,4
desirable,4
assumptions,4
freedom,4
our,4
annals,4
least,4
general,4
expected,4
next,4
cost,4
probabilities,4
single,4
klotz,4
method,4
appropriate,4
denote,4
close,4
efficiencies,3
assigned,3
situation,3
observations,3
independent,3
exact,3
his,3
been,3
centered,3
testing,3
reasonable,3
trials,3
etc,3
reason,3
make,3
indicates,3
certain,3
their,3
hodges,3
positive,3
tend,3
quite,3
thought,3
bias,3
requiring,3
applied,3
sex,3
considerations,3
evaluation,3
behavior,3
being,3
s,3
available,3
seems,3
advantage,3
called,3
match,3
typical,3
out,3
john,3
very,3
ff,3
resulting,3
formula,3
attained,3
success,3
never,3
left,3
appears,3
independently,3
additive,3
theory,3
well,3
suggests,3
degrees,3
ignored,3
data,3
sides,3
uses,3
show,3
apply,3
null,3
obtain,3
sign,3
corresponding,3
exist,3
gain,3
chosen,3
whenever,3
shown,3
difference,3
analyzing,3
formulas,3
dz,3
normally,3
powerful,3
range,3
jr,3
function,3
smaller,3
serves,3
effects,3
turn,3
estimates,3
measured,3
approximately,3
observation,3
methods,3
difficulty,3
research,3
choosing,3
respectively,3
always,3
substantial,3
approach,3
much,3
occasion,3
according,3
avoid,3
higher,2
deviation,2
responsiveness,2
m,2
fraction,2
bring,2
main,2
know,2
qualitative,2
notices,2
calculation,2
becomes,2
bsubject,2
seen,2
still,2
introduction,2
putting,2
tand,2
