WORDCOUNTS,WEIGHT
the,764
of,366
to,294
in,265
kennedy,249
and,243
a,183
that,111
was,106
his,102
for,100
s,100
on,91
robert,81
poverty,71
as,68
kentucky,62
he,60
with,60
by,55
f,49
local,49
had,45
you,43
appalachian,40
new,40
from,40
politics,39
senator,38
an,38
were,36
antipoverty,35
west,34
political,33
virginia,31
region,30
it,29
poor,28
at,27
appalachia,27
people,27
more,27
campaign,27
eastern,26
but,26
would,26
not,26
library,25
york,25
federal,24
economic,24
program,24
national,24
their,23
county,23
john,23
have,23
residents,22
which,22
war,21
who,21
february,21
community,20
programs,20
be,20
i,19
box,19
see,19
we,19
one,18
state,18
general,18
president,18
or,18
ibid,18
mountain,18
other,18
what,18
they,17
into,17
attorney,17
society,17
historical,17
register,17
history,16
papers,16
this,16
is,16
are,16
both,16
tour,15
time,15
while,15
hearings,14
brother,14
democratic,14
also,14
him,14
senate,14
there,13
roosevelt,13
than,13
counties,13
when,13
april,13
southern,13
about,13
many,13
visit,13
country,13
our,13
johnson,13
candidate,12
after,12
during,12
wrote,12
us,12
woodring,12
attention,12
over,12
leaders,12
t,11
ot,11
volunteers,11
only,11
caudill,11
interview,11
funding,11
them,11
told,10
committee,10
first,10
such,10
development,10
http,10
most,10
strategy,10
own,10
oral,10
presidential,10
problems,10
ing,10
william,10
file,9
www,9
primary,9
america,9
some,9
left,9
proposed,9
nation,9
field,9
family,9
action,9
these,9
trip,9
been,9
did,9
through,9
d,9
need,9
problem,8
all,8
issue,8
has,8
mountains,8
jr,8
no,8
act,8
opportunity,8
boone,8
humphrey,8
helped,8
however,8
your,8
because,8
its,8
legislation,8
bill,8
social,8
power,8
subcommittee,8
eagle,8
man,8
tier,8
corps,8
food,8
eller,8
urban,8
administration,8
if,7
groups,7
college,7
sizemore,7
came,7
strip,7
government,7
those,7
proposals,7
u,7
march,7
very,7
since,7
old,7
special,7
support,7
initiative,7
mining,7
late,7
pcjd,7
r,7
grassroots,7
around,7
harry,7
jobs,7
made,7
congress,7
perkins,7
transcript,7
saw,7
success,7
between,7
com,7
little,7
focus,7
resources,7
archives,6
large,6
use,6
designed,6
before,6
lexington,6
later,6
hackett,6
help,6
draw,6
uneven,6
run,6
media,6
ment,6
growth,6
across,6
get,6
heard,6
white,6
image,6
n,6
impact,6
house,6
decades,6
legislative,6
found,6
young,6
out,6
year,6
j,6
same,6
increasingly,6
efforts,6
never,6
ground,6
impoverished,6
charleston,6
so,6
