WORDCOUNTS,WEIGHT
the,430
of,404
and,265
in,205
to,138
a,126
for,84
was,77
data,72
poplab,68
demographic,56
population,56
program,55
with,54
as,44
on,37
countries,35
this,33
record,32
statistics,32
were,32
is,30
be,29
by,28
that,28
survey,28
research,27
dual,26
from,25
vital,25
analysis,24
other,24
collection,24
an,23
system,22
university,21
established,21
these,21
international,21
systems,21
or,20
type,20
report,19
time,19
measurement,18
has,18
have,18
scientific,17
been,17
country,17
retrospective,17
each,17
work,17
national,17
are,16
recording,16
surveys,16
area,16
no,15
new,15
areas,15
project,15
laboratories,15
at,14
fertility,14
statistical,14
carolina,14
number,14
sample,14
rates,14
study,13
not,13
staff,13
series,13
development,13
change,13
poplabs,13
it,12
methods,12
out,12
objectives,12
events,12
which,12
de,12
would,12
north,12
within,11
unit,11
under,11
projects,11
s,11
design,11
unc,11
several,11
designed,10
mortality,10
two,10
included,10
existing,10
planning,10
such,10
estimates,10
began,10
through,10
various,9
institutions,9
b,9
subsystem,9
field,9
geographic,9
first,9
developing,9
some,9
its,9
needs,9
second,9
activities,9
located,8
one,8
studies,8
all,8
but,8
had,8
procedures,8
toward,8
kenya,8
matching,8
registration,8
different,8
linder,8
clusters,8
tools,8
technical,8
well,8
colombia,8
household,8
use,8
central,8
described,8
years,8
health,8
period,8
continuous,8
ecuador,8
also,8
philippines,8
may,7
carried,7
operation,7
resident,7
e,7
agency,7
j,7
improvement,7
experience,7
sampling,7
available,7
further,7
morocco,7
information,7
made,7
cooperating,7
concept,7
during,7
publication,7
event,7
can,7
early,7
variety,6
conducted,6
factors,6
coverage,6
changes,6
experimentation,6
assistance,6
efforts,6
mapping,6
census,6
where,6
training,6
dissemination,6
advisor,6
size,6
cluster,6
community,6
purpose,6
establishment,6
contacts,6
related,6
reports,6
operate,6
methodological,6
institution,6
completed,6
world,6
continued,5
growth,5
techniques,5
personnel,5
deaths,5
reference,5
death,5
july,5
direction,5
special,5
periodic,5
activity,5
types,5
support,5
school,5
baseline,5
same,5
operations,5
awareness,5
only,5
cost,5
more,5
creation,5
alternative,5
over,5
economic,5
method,5
current,5
regard,5
developed,5
abernathy,5
office,5
purposes,5
persons,5
publications,5
year,5
u,5
building,5
turkey,5
